"LMS-1304","LMS-1304-31","Active","Live Classroom Instruction","2013-10-09T00:00:00.0","2013-10-21T00:00:00.0","Umoja","2013-10-08T04:00:00.0",,,1,1,"8:30","Financial Accounting","2017-02-03T13:24:07.663"
"LMS-1320","LMS-1320-63","Active","Live Classroom Instruction","2013-09-27T00:00:00.0","2013-09-28T00:00:00.0","UNISFA","2013-09-27T09:00:00.0",,,1,2,"18:00","Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1325","LMS-1325-22","Active","Live Classroom Instruction","2013-09-09T00:00:00.0",,"Umoja",,,,,,,"Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1325","LMS-1325-24","Active","Live Classroom Instruction","2013-09-09T00:00:00.0",,"Umoja",,,,,,,"Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1325","LMS-1325-25","Active","Live Classroom Instruction","2013-09-18T00:00:00.0","2013-10-04T00:00:00.0","Umoja","2013-09-18T08:30:00.0",,,1,2,"19:00","Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-4","Active","Live Classroom Instruction","2013-11-01T00:00:00.0","2013-12-01T00:00:00.0","Umoja","2013-09-19T08:30:00.0","IMTC Building","IMTC Computer LAb",1,1,"8:00","Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-7","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-8","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-9","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-10","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-13","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-15","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1564","LMS-1564-16","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1527","LMS-1527-14","Active","Live Classroom Instruction","2013-09-09T00:00:00.0",,"Umoja",,,,,,,"Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-1527","LMS-1527-16","Active","Live Classroom Instruction","2013-09-09T00:00:00.0",,"Umoja",,,,,,,"Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-1303","LMS-1303-28","Active","Live Classroom Instruction","2013-09-11T00:00:00.0","2013-09-11T00:00:00.0","Umoja","2013-09-11T09:00:00.0","Log Base","1",1,1,"7:30","Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-1","Active","Live Classroom Instruction","2013-10-08T00:00:00.0","2013-10-15T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-3","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-09-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1320","LMS-1320-35","Pending","Live Classroom Instruction","2013-09-18T00:00:00.0","2013-09-20T00:00:00.0","UNISFA",,,,,,,"Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-6","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-7","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-8","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1960","LMS-1960-36","Pending","Live Classroom Instruction","2015-08-31T00:00:00.0",,"Geneva Learning Environment","2015-08-31T03:00:00.0","Annex Bocage 1","A1-64 - Career Resource Center",4,22,"127:30","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-1960","LMS-1960-46","Pending","Live Classroom Instruction","2015-08-31T00:00:00.0",,"Geneva Learning Environment","2015-08-31T03:00:00.0","Annex Bocage 1","A1-64 - Career Resource Center",4,22,"127:30","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-1570","LMS-1570-13","Pending","Live Classroom Instruction","2015-08-31T00:00:00.0","2015-09-30T00:00:00.0","Geneva Learning Environment","2015-08-31T03:00:00.0","Annex Bocage 1","A1-60 - IT Training Room Bocage",1,1,"1:30","Logistics Execution","2017-02-03T13:24:07.663"
"LMS-1531","LMS-1531-131","Concluded","Live Classroom Instruction","2016-01-18T00:00:00.0",,"New York","2016-01-18T09:00:00.0",,,1,5,"40:00","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-2246","LMS-2246-1","Concluded","Live Classroom Instruction","2016-02-05T00:00:00.0",,"Umoja",,,,,,,"Umoja General","2017-02-03T13:24:07.663"
"LMS-1571","LMS-1571-63","Active","Live Classroom Instruction","2016-02-15T00:00:00.0","2016-02-19T00:00:00.0","UNON",,,,,,,"Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-1571","LMS-1571-64","Active","Live Classroom Instruction","2016-02-15T00:00:00.0","2016-02-19T00:00:00.0","UNON",,,,,,,"Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-1306","LMS-1306-75","Active","Live Classroom Instruction","2016-02-16T00:00:00.0","2016-02-22T00:00:00.0","UNON","2016-02-22T09:00:00.0",,,1,1,"7:00","Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-2168","LMS-2168-127","Concluded","Live Classroom Instruction","2015-10-08T00:00:00.0","2015-10-09T00:00:00.0","UNIFIL",,,,,,,"Travel Management","2017-02-03T13:24:07.663"
"LMS-1935","LMS-1935-19","Concluded","Live Classroom Instruction","2015-08-20T00:00:00.0","2015-08-21T00:00:00.0","New York","2015-08-20T09:00:00.0",,,1,2,"16:00","Logistics Execution","2017-02-03T13:24:07.663"
"LMS-1808","LMS-1808-4","Concluded","Live Classroom Instruction","2015-05-29T00:00:00.0","2015-06-28T00:00:00.0","Umoja","2015-05-18T09:00:00.0",,,2,12,"80:00","Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-2168","LMS-2168-3","Concluded","Live Classroom Instruction","2015-08-01T00:00:00.0","2015-08-31T00:00:00.0","Geneva Learning Environment",,,,,,,"Travel Management","2017-02-03T13:24:07.663"
"LMS-2168","LMS-2168-28","Active","Live Classroom Instruction","2015-08-01T00:00:00.0","2015-08-31T00:00:00.0","UNSMIL",,,,,,,"Travel Management","2017-02-03T13:24:07.663"
"LMS-2073","LMS-2073-35","Concluded","Live Classroom Instruction","2015-10-21T00:00:00.0",,"Geneva Learning Environment","2015-10-21T03:00:00.0",,,1,1,"4:30","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-1984","LMS-1984-38","Closed","Live Classroom Instruction","2015-10-15T00:00:00.0",,"Umoja","2015-10-15T07:30:00.0",,,1,2,"11:30","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1984","LMS-1984-40","Concluded","Live Classroom Instruction","2015-10-15T00:00:00.0",,"Umoja","2015-10-15T07:30:00.0",,,1,2,"11:30","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1529","LMS-1529-189","Active","Live Classroom Instruction","2015-12-10T00:00:00.0","2015-12-11T00:00:00.0","ECLAC","2015-12-10T09:00:00.0","Sector ILPES","AULA 1",1,1,"9:00","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-2168","LMS-2168-110","Concluded","Live Classroom Instruction","2016-01-13T00:00:00.0","2016-02-12T00:00:00.0","New York","2016-01-13T09:00:00.0",,,1,2,"16:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-1978","LMS-1978-16","Concluded","Live Classroom Instruction","2016-01-14T00:00:00.0","2016-01-15T00:00:00.0","Geneva Learning Environment",,,,,,,"Business Intelligence","2017-02-03T13:24:07.663"
"LMS-2241","LMS-2241-1","Closed","Live Classroom Instruction","2016-01-18T00:00:00.0","2016-01-20T00:00:00.0","New York",,,,,,,"Business Intelligence","2017-02-03T13:24:07.663"
"LMS-1527","LMS-1527-89","Concluded","Live Classroom Instruction","2016-01-29T00:00:00.0",,"Geneva Learning Environment","2016-01-29T03:00:00.0","Annex Bocage 2","A2-14",1,1,"8:00","Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-2168","LMS-2168-114","Concluded","Live Classroom Instruction","2015-10-15T00:00:00.0","2015-11-14T00:00:00.0","MINUSMA","2015-10-21T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-80","Pending","Live Classroom Instruction","2016-02-05T00:00:00.0","2016-03-06T00:00:00.0","UNDOF","2016-02-05T09:00:00.0",,,1,7,"40:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-106","Pending","Live Classroom Instruction","2016-02-01T00:00:00.0","2016-02-05T00:00:00.0","UNFICYP",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1931","LMS-1931-46","Active","Live Classroom Instruction","2015-10-26T00:00:00.0",,"UNOV","2015-10-26T04:00:00.0",,,1,1,"8:00","Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-1303","LMS-1303-214","Closed","Live Classroom Instruction","2015-12-23T00:00:00.0",,"Geneva Learning Environment","2016-02-23T03:00:00.0","Annex Bocage 1","A1-64 - Career Resource Center",1,2,"16:00","Funds and Cost Management","2017-02-03T13:24:07.663"
"LMS-1325","LMS-1325-132","Active","Live Classroom Instruction","2016-01-20T00:00:00.0","2016-01-30T00:00:00.0","Umoja","2016-01-20T09:00:00.0",,,1,1,"8:00","Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1529","LMS-1529-190","Active","Live Classroom Instruction","2016-01-18T00:00:00.0","2016-01-20T00:00:00.0","ECLAC","2016-01-18T09:00:00.0","Sector CELADE-STIC","GIORGIO MORTARA (N-47)",1,3,"12:00","Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-1307","LMS-1307-66","Closed","Live Classroom Instruction","2016-02-08T00:00:00.0",,"New York","2016-01-18T09:00:00.0",,,2,9,"56:00","Grants and Project Management","2017-02-03T13:24:07.663"
"LMS-1569","LMS-1569-69","Active","Live Classroom Instruction","2016-02-03T00:00:00.0",,"OSESG GL",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-99","Active","Live Classroom Instruction","2015-10-05T00:00:00.0","2015-10-05T00:00:00.0","UNOWA","2015-09-14T10:58:00.0",,,1,3,"21:03","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-100","Pending","Live Classroom Instruction","2016-02-05T00:00:00.0","2016-03-06T00:00:00.0","UNAMI","2016-02-05T09:00:00.0",,,1,7,"40:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-109","Active","Live Classroom Instruction","2016-02-01T00:00:00.0","2016-03-02T00:00:00.0","UNTSO",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-111","Pending","Live Classroom Instruction","2016-02-01T00:00:00.0","2016-02-05T00:00:00.0","UNISFA",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-115","Pending","Live Classroom Instruction","2016-02-01T00:00:00.0","2016-03-02T00:00:00.0","UNMIK","2016-02-01T09:00:00.0",,,1,5,"40:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-118","Pending","Live Classroom Instruction","2016-02-01T00:00:00.0","2016-02-05T00:00:00.0","MINUSMA",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1988","LMS-1988-3","Concluded","Live Classroom Instruction","2015-07-06T00:00:00.0","2015-07-15T00:00:00.0","New York","2015-07-06T09:00:00.0",,,2,10,"64:00","Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-1957","LMS-1957-33","Concluded","Live Classroom Instruction","2015-08-19T00:00:00.0","2015-08-20T00:00:00.0","ECLAC","2015-08-19T09:00:00.0","CLADES","José Medina Echavarría",1,1,"9:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-1956","LMS-1956-8","Active","Live Classroom Instruction","2015-09-03T00:00:00.0","2015-09-03T00:00:00.0","UNAMI","2015-09-03T16:00:00.0",,,1,1,"1:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-269","Concluded","Live Classroom Instruction","2016-05-26T00:00:00.0","2016-06-25T00:00:00.0","UNRCCA","2016-05-24T09:59:00.0",,,1,3,"24:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-270","Active","Live Classroom Instruction","2016-06-21T00:00:00.0","2016-06-21T00:00:00.0","UNIFIL","2015-10-13T09:59:00.0",,,1,1,"3:30","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-287","Active","Live Classroom Instruction","2016-05-23T00:00:00.0","2016-05-23T00:00:00.0","UNAMI","2016-05-23T09:00:00.0",,,1,1,"6:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-283","Active","Live Classroom Instruction","2016-05-20T00:00:00.0","2016-05-20T00:00:00.0","UNMISS","2016-05-20T09:00:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-294","Active","Live Classroom Instruction","2016-05-24T00:00:00.0","2016-05-24T00:00:00.0","UNMISS","2016-05-24T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-300","Active","Live Classroom Instruction","2016-05-27T00:00:00.0","2016-05-27T00:00:00.0","UNMISS",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2143","LMS-2143-6","Active","Live Classroom Instruction","2016-07-15T00:00:00.0","2016-08-14T00:00:00.0","UNOV",,,,,,,"Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-2017","LMS-2017-3","Closed","Live Classroom Instruction","2016-07-15T00:00:00.0","2016-08-14T00:00:00.0","Umoja",,,,,,,"Financial Accounting","2017-02-03T13:24:07.663"
"LMS-2341","LMS-2341-1","Active","Live Classroom Instruction","2016-07-15T00:00:00.0","2016-08-14T00:00:00.0","Umoja",,,,,,,"Human Resources Administration","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-522","Concluded","Live Classroom Instruction","2016-07-15T00:00:00.0","2016-07-15T00:00:00.0","UNMIL","2016-07-14T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-519","Active","Live Classroom Instruction","2016-08-31T00:00:00.0","2016-08-31T00:00:00.0","UNIFIL",,,,,,,"Travel Management","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-523","Concluded","Live Classroom Instruction","2016-07-19T00:00:00.0","2016-07-19T00:00:00.0","UNMIL","2016-08-04T09:59:00.0",,,1,1,"7:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-570","Active","Live Classroom Instruction","2016-08-14T00:00:00.0","2016-09-13T00:00:00.0","UNAMA","2016-07-19T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-556","Active","Live Classroom Instruction","2016-08-16T00:00:00.0","2016-08-16T00:00:00.0","MONUSCO","2016-08-16T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-570","Concluded","Live Classroom Instruction","2016-08-16T00:00:00.0","2016-08-16T00:00:00.0","UNAMID","2016-08-16T09:59:00.0",,,1,1,"7:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-612","Concluded","Live Classroom Instruction","2016-07-12T00:00:00.0","2016-07-12T00:00:00.0","UNMIK","2016-07-12T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-613","Concluded","Live Classroom Instruction","2016-07-13T00:00:00.0","2016-07-13T00:00:00.0","UNMIK","2016-07-13T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-617","Concluded","Live Classroom Instruction","2016-07-20T00:00:00.0","2016-07-20T00:00:00.0","UNMIK","2016-07-20T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-594","Concluded","Live Classroom Instruction","2016-07-06T00:00:00.0","2016-07-06T00:00:00.0","UNMIK","2016-07-06T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-598","Concluded","Live Classroom Instruction","2016-07-14T00:00:00.0","2016-07-14T00:00:00.0","UNMIK","2016-07-14T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-629","Active","Live Classroom Instruction","2016-08-23T00:00:00.0","2016-08-23T00:00:00.0","MONUSCO","2016-08-23T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-612","Active","Live Classroom Instruction","2016-08-23T00:00:00.0","2016-08-23T00:00:00.0","MONUSCO","2016-08-23T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-254","Active","Live Classroom Instruction","2016-05-26T00:00:00.0","2016-06-25T00:00:00.0","KJSO","2016-05-26T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-258","Concluded","Live Classroom Instruction","2016-06-10T00:00:00.0","2016-07-10T00:00:00.0","UNRCCA","2016-05-24T09:59:00.0",,,3,18,"40:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-261","Active","Live Classroom Instruction","2016-05-12T00:00:00.0","2016-05-12T00:00:00.0","UNAMI","2016-05-12T09:00:00.0",,,1,1,"6:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-265","Active","Live Classroom Instruction","2016-06-09T00:00:00.0","2016-06-09T00:00:00.0","UNIFIL","2015-10-13T09:59:00.0",,,1,1,"3:30","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-392","Active","Live Classroom Instruction","2016-07-25T00:00:00.0","2016-07-25T00:00:00.0","MONUSCO","2016-07-25T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-392","Active","Live Classroom Instruction","2016-07-26T00:00:00.0","2016-07-26T00:00:00.0","MONUSCO","2016-07-26T09:59:00.0",,,1,1,"8:00","Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-404","Active","Live Classroom Instruction","2016-07-27T00:00:00.0","2016-07-27T00:00:00.0","MONUSCO","2016-07-27T09:59:00.0",,,1,1,"8:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-517","Concluded","Live Classroom Instruction","2016-08-01T00:00:00.0","2016-08-03T00:00:00.0","UNISFA",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-518","Concluded","Live Classroom Instruction","2016-08-10T00:00:00.0","2016-08-10T00:00:00.0","UNISFA",,,,,,,"ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-597","Concluded","Live Classroom Instruction","2016-08-16T00:00:00.0","2016-08-16T00:00:00.0","UNAMID","2016-08-16T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-598","Concluded","Live Classroom Instruction","2016-08-10T00:00:00.0","2016-08-10T00:00:00.0","UNAMID","2016-08-10T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-601","Concluded","Live Classroom Instruction","2016-06-28T00:00:00.0","2016-06-28T00:00:00.0","UNAMID","2016-06-28T09:59:00.0",,,1,1,"4:30","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1320","LMS-1320-375","Active","Live Classroom Instruction","2016-09-07T00:00:00.0","2016-09-09T00:00:00.0","UNON",,,,,,,"Source to Acquire","2017-02-03T13:24:07.663"
"LMS-2271","LMS-2271-6","Active","Virtual Classroom Instruction","2016-08-30T00:00:00.0","2016-09-29T00:00:00.0","Umoja",,,,,,,"Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1325","LMS-1325-136","Active","Live Classroom Instruction","2016-09-26T00:00:00.0","2016-09-27T00:00:00.0","UNON","2016-09-26T04:00:00.0",,,1,2,"14:00","Source to Acquire","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-721","Active","Live Classroom Instruction","2016-09-27T00:00:00.0","2016-09-27T00:00:00.0","UNIFIL",,,,,,,"Travel Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-762","Active","Live Classroom Instruction","2016-09-22T00:00:00.0","2016-09-22T00:00:00.0","UNMIL","2016-08-04T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-773","Active","Live Classroom Instruction","2016-10-05T00:00:00.0","2016-10-05T00:00:00.0","UNMISS","2016-10-05T09:00:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-776","Active","Live Classroom Instruction","2016-10-12T00:00:00.0","2016-10-12T00:00:00.0","UNAMI","2016-09-27T09:00:00.0",,,1,1,"6:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-736","Active","Live Classroom Instruction","2016-09-30T00:00:00.0","2016-09-30T00:00:00.0","UNGSC","2016-09-30T09:59:00.0",,,1,1,"7:30","Travel Management","2017-02-03T13:24:07.663"
"LMS-2244","LMS-2244-747","Concluded","Live Classroom Instruction","2016-10-06T00:00:00.0","2016-10-06T00:00:00.0","UNIOGBIS","2016-10-06T09:59:00.0",,,1,1,"3:01","Travel Management","2017-02-03T13:24:07.663"
"LMS-2029","LMS-2029-6","Concluded","Live Classroom Instruction","2016-09-19T00:00:00.0","2016-10-19T00:00:00.0","Umoja","2016-09-19T09:29:00.0",,,2,12,"85:00","Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-2053","LMS-2053-2","Inactive","Live Classroom Instruction","2016-10-03T00:00:00.0","2016-11-02T00:00:00.0","Umoja","2016-10-03T09:59:00.0",,,2,12,"80:00","Source to Acquire","2017-02-03T13:24:07.663"
"LMS-1933","LMS-1933-16","Active","Self-Paced Learning Activities","2016-10-13T00:00:00.0","2016-11-12T00:00:00.0","United Nations",,,,,,,"Services Delivery and Property Management","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-818","Active","Live Classroom Instruction","2016-10-27T00:00:00.0","2016-10-27T00:00:00.0","UNMIL","2016-10-27T09:59:00.0",,,1,1,"7:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-2193","LMS-2193-833","Active","Live Classroom Instruction","2016-10-18T00:00:00.0","2016-10-18T00:00:00.0","UNAMI","2016-10-12T09:00:00.0",,,1,1,"6:00","ESS / MSS","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-11","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-13","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1568","LMS-1568-14","Active","Live Classroom Instruction","2013-09-09T00:00:00.0","2013-10-09T00:00:00.0","Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1321","LMS-1321-9","Active","Live Classroom Instruction","2013-09-09T00:00:00.0",,"Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
"LMS-1569","LMS-1569-2","Active","Live Classroom Instruction","2013-10-03T00:00:00.0",,"Umoja",,,,,,,"Real Estate","2017-02-03T13:24:07.663"
